"","locationID","Longitude","Latitude"
"TA67","TA67","-102.0672","33.7483"
"2F1","2F1","-100.1847","35.2361"
"9TX9","9TX9","-101.9653","30.7483"
"09TX","09TX","-102.0236","30.7392"
"XS99","XS99","-94.9128","30.4711"
"72TS","72TS","-96.6225","29.3608"
"9XS2","9XS2","-96.7769","33.6539"
"11TX","11TX","-96.6906","33.6667"
"TA93","TA93","-96.7336","33.6333"
"SWI","SWI","-96.5861","33.6242"
"GYI","GYI","-96.6736","33.7142"
"XS49","XS49","-97.1219","29.4903"
"TE36","TE36","-97.1847","29.3919"
"79XS","79XS","-101.3006","34.4667"
"T69","T69","-97.5425","28.0386"
"3TE6","3TE6","-101.1692","35.57"
"9XS5","9XS5","-101.6417","33.35"
"F49","F49","-101.6608","33.4847"
"XA68","XA68","-97.3553","33.3917"
"TS22","TS22","-97.6297","29.2417"
"84R","84R","-97.1669","30.0283"
"SNK","SNK","-100.9506","32.6933"
"53TX","53TX","-98.5494","29.2161"
"13TX","13TX","-100.4514","30.5314"
"TE37","TE37","-100.4508","30.2692"
"0XS2","0XS2","-100.5342","30.555"
"SOA","SOA","-100.6486","30.5856"
"E42","E42","-101.1944","36.2211"
"8TA3","8TA3","-98.1742","30.5169"
"0XS6","0XS6","-98.1469","30.5011"
"88R","88R","-98.1211","30.4781"
"0XS7","0XS7","-100.2753","29.1919"
"0XS8","0XS8","-100.3753","29.0761"
"55XS","55XS","-100.4183","29.1664"
"VCT","VCT","-96.9186","28.8525"
"3XS4","3XS4","-93.9361","30.1344"
"3XS5","3XS5","-98.6767","29.2981"
"54X","54X","-97.3011","31.5753"
"XA85","XA85","-97.3144","31.6419"
"XS74","XS74","-97.1628","31.6083"
"70TE","70TE","-97.0808","31.5022"
"PWG","PWG","-97.3167","31.485"
"TPL","TPL","-97.4078","31.1525"
"TS92","TS92","-97.4267","31.2147"
"19TX","19TX","-97.5142","31.2383"
"TA70","TA70","-95.8975","31.7836"
"1XS7","1XS7","-102.8319","29.4503"
"81TX","81TX","-103.565","29.3433"
"3TE8","3TE8","-103.5836","29.3194"
"TRL","TRL","-96.2675","32.7092"
"TS98","TS98","-96.3069","32.7869"
"21TX","21TX","-94.0944","33.4994"
"TS50","TS50","-94.9983","29.4175"
"8TA4","8TA4","-95.0078","29.4456"
"TA13","TA13","-102.8706","36.2564"
"23TX","23TX","-97.5228","31.2497"
"1XS9","1XS9","-98.2208","28.3956"
"72F","72F","-99.1497","33.1792"
"24TX","24TX","-98.3836","32.5"
"TE63","TE63","-98.5528","28.2461"
"53TS","53TS","-96.8392","33.4839"
"8XS6","8XS6","-96.8328","33.4522"
"XA17","XA17","-95.5636","33.3217"
"23TA","23TA","-96.4558","33.4872"
"7TA0","7TA0","-95.6517","30.0922"
"16TA","16TA","-103.7828","30.9197"
"52TA","52TA","-96.3503","33.4639"
"48TX","48TX","-96.3817","33.4542"
"XA52","XA52","-95.2936","30.9236"
"TE91","TE91","-95.0828","32.0394"
"26TX","26TX","-100.0178","33.7647"
"I06","I06","-101.7814","34.5669"
"1TA2","1TA2","-101.5006","34.65"
"2XS5","2XS5","-98.4253","30.0106"
"TYR","TYR","-95.4025","32.3542"
"TA42","TA42","-94.125","32.7131"
"RND","RND","-98.2781","29.5289"
"2XS6","2XS6","-99.5711","29.7211"
"95TA","95TA","-99.4822","29.635"
"2XS7","2XS7","-99.6836","29.4503"
"2XS8","2XS8","-99.8239","29.2294"
"UVA","UVA","-99.7436","29.2114"
"9F1","9F1","-97.4294","31.6211"
"3XA1","3XA1","-97.1692","33.4739"
"XA84","XA84","-97.1194","33.4769"
"1XA6","1XA6","-97.1225","33.4736"
"51TX","51TX","-95.6683","32.5394"
"5XS5","5XS5","-95.7086","32.5428"
"97XS","97XS","-96.4794","33.4328"
"VHN","VHN","-104.7839","31.0578"
"88TA","88TA","-104.8444","31.4558"
"E52","E52","-102.3992","35.2319"
"75TS","75TS","-97.0919","32.4164"
"28TX","28TX","-99.455","34.0858"
"29TX","29TX","-99.3656","34.0944"
"53TA","53TA","-99.2642","34.1542"
"F05","F05","-99.2839","34.2256"
"42TE","42TE","-97.0211","28.8878"
"45TX","45TX","-97.0983","31.7525"
"66XS","66XS","-96.4886","33.3964"
"41TS","41TS","-96.4483","33.3783"
"94R","94R","-96.0078","29.2661"
"61XS","61XS","-96.0208","29.3244"
"ARM","ARM","-96.1544","29.2542"
"T59","T59","-100.2","35.4511"
"96TS","96TS","-95.1958","32.2247"
"36TX","36TX","-96.8614","33.7208"
"69XS","69XS","-96.8303","33.7533"
"T29","T29","-96.9408","33.6322"
"68XS","68XS","-96.8697","33.7214"
"TA80","TA80","-96.9281","33.8931"
"37XS","37XS","-97.4169","32.0003"
"F50","F50","-97.3647","31.9253"
"78TE","78TE","-97.3311","32.0206"
"TS47","TS47","-98.0114","32.9683"
"29TA","29TA","-98.6458","33.8731"
"CWC","CWC","-98.4903","33.8606"
"SPS","SPS","-98.4919","33.9889"
"7TX0","7TX0","-98.5728","33.8281"
"F14","F14","-98.6167","33.9478"
"4XS5","4XS5","-93.8031","31.1219"
"1TE6","1TE6","-102.1853","35.1181"
"97TS","97TS","-95.54","30.4803"
"4XS6","4XS6","-98.6614","30.3919"
"76F","76F","-95.9842","32.6814"
"4XS9","4XS9","-98.1628","30.0961"
"70XS","70XS","-98.0433","29.9933"
"3TS1","3TS1","-98.0406","30.0114"
"4XS8","4XS8","-98.1169","29.9669"
"TE08","TE08","-100.1597","32.1494"
"INK","INK","-103.2017","31.7797"
"TE73","TE73","-94.3542","29.8586"
"5XS3","5XS3","-94.2614","29.7697"
"T90","T90","-94.4311","29.8042"
"F51","F51","-95.2789","32.9389"
"TA61","TA61","-95.1658","32.4736"
"98TS","98TS","-95.0003","32.4183"
"5TA2","5TA2","-97.2503","31.4547"
"31TX","31TX","-97.33","31.5969"
"TA57","TA57","-96.9925","31.6239"
"2TS3","2TS3","-97.2406","31.6794"
"CNW","CNW","-97.0742","31.6378"
"ACT","ACT","-97.2306","31.6114"
"TE92","TE92","-97.3708","31.5944"
"73F","73F","-97.0225","31.6239"
"75TE","75TE","-97.2461","31.7475"
"3XS8","3XS8","-95.9003","30.1308"
"4XS0","4XS0","-95.9642","29.9297"
"9TS3","9TS3","-95.9669","30.1483"
"37X","37X","-95.9303","29.9933"
"TS03","TS03","-97.7378","32.0617"
"74TE","74TE","-97.7947","32.06"
"8XS9","8XS9","-98.7906","29.9572"
"56TX","56TX","-96.7594","30.0094"
"60TA","60TA","-96.9475","32.3253"
"51TE","51TE","-97.7872","32.4703"
"54TA","54TA","-96.8733","32.2997"
"TE72","TE72","-96.8403","32.3272"
"TA60","TA60","-96.7794","32.3944"
"25XS","25XS","-96.8464","32.4867"
"6TE7","6TE7","-101.5789","34.8375"
"08TX","08TX","-97.7475","32.8581"
"XA86","XA86","-97.8047","32.5669"
"6TA7","6TA7","-97.7794","32.8283"
"F78","F78","-97.8725","32.5728"
"54TS","54TS","-99.8517","32.8111"
"WEA","WEA","-97.6825","32.7464"
"TA19","TA19","-97.7836","32.6744"
"99XS","99XS","-97.8056","32.6833"
"58TX","58TX","-97.9336","32.6511"
"57XS","57XS","-97.56","30.6969"
"F06","F06","-100.1958","34.8456"
"T65","T65","-97.9731","26.1776"
"40TS","40TS","-97.1322","31.7725"
"XS48","XS48","-95.5775","32.9539"
"9XS0","9XS0","-96.9553","29.0981"
"5TA3","5TA3","-97.1447","29.3586"
"T85","T85","-97.1383","29.3131"
"APY","APY","-99.2489","26.9688"
"UT24","UT24","-112.6456","37.4933"
"UT00","UT00","-112.6222","37.4722"
"U52","U52","-112.6756","38.2306"
"UT82","UT82","-113.6458","37.71"
"BDG","BDG","-109.4833","37.5833"
"66V","66V","-109.6339","37.25"
"5TA6","5TA6","-99.8944","31.9344"
"77F","77F","-99.9858","31.9472"
"41TX","41TX","-96.0822","33.3747"
"42TX","42TX","-96.0669","33.3167"
"80XS","80XS","-97.0022","33.6433"
"09R","09R","-94.4586","30.7753"
"UT47","UT47","-113.3139","37.1019"
"UT65","UT65","-113.9772","39.9981"
"UT79","UT79","-109.3436","40.4156"
"99UT","99UT","-109.4014","40.3506"
"U13","U13","-112.2256","38.25"
"UT30","UT30","-112.2236","37.3425"
"KNB","KNB","-112.5311","37.0111"
"UT43","UT43","-113.2467","37.6361"
"01UT","01UT","-109.3964","38.3083"
"UT54","UT54","-113.3342","37.2533"
"38U","38U","-111.5961","38.3625"
"LGU","LGU","-111.8517","41.7911"
"02UT","02UT","-113.8431","41.3664"
"UT28","UT28","-113.4633","37.975"
"40U","40U","-109.6786","40.9861"
"41U","41U","-111.6147","39.3292"
"03UT","03UT","-109.9858","37.1208"
"MLF","MLF","-113.0125","38.4267"
"CNY","CNY","-109.7547","38.755"
"UT75","UT75","-109.9833","38.5333"
"UT53","UT53","-109.4486","38.4878"
"UT68","UT68","-109.66","38.4728"
"U43","U43","-109.3464","37.9372"
"UT59","UT59","-109.7439","38.1758"
"UT25","UT25","-110.2006","37.0167"
"42U","42U","-111.7667","41.1489"
"43U","43U","-111.4753","39.5247"
"04UT","04UT","-110.795","37.0083"
"U14","U14","-111.87","39.7367"
"HIF","HIF","-111.9731","41.1239"
"OGD","OGD","-112.0131","41.1956"
"05UT","05UT","-110.3172","37.0333"
"U55","U55","-112.3919","37.8453"
"UT17","UT17","-112.3319","37.9322"
"UT15","UT15","-112.7689","37.9286"
"1L9","1L9","-112.8161","37.8597"
"PUC","PUC","-110.7514","39.6139"
"PVU","PVU","-111.7233","40.2192"
"UT69","UT69","-109.6722","40.1814"
"RIF","RIF","-112.0989","38.7364"
"74V","74V","-110.0514","40.2783"
"BTF","BTF","-111.9272","40.8694"
"BMC","BMC","-112.0622","41.5525"
"2UT3","2UT3","-112.5911","41.4922"
"BCE","BCE","-112.1458","37.7064"
"UT08","UT08","-111.9308","40.4319"
"CDC","CDC","-113.0989","37.7008"
"UT80","UT80","-113.1594","37.6347"
"UT10","UT10","-112.0178","40.3572"
"UT41","UT41","-111.9989","40.3394"
"UT99","UT99","-112.0931","40.2425"
"UT42","UT42","-109.145","39.1467"
"DTA","DTA","-112.5078","39.3806"
"UT49","UT49","-112.655","39.4594"
"U69","U69","-110.3811","40.1919"
"2UT2","2UT2","-112.6417","37.5208"
"DPG","DPG","-112.935","40.1975"
"33U","33U","-109.3906","40.9178"
"17U","17U","-112.0211","40.2636"
"1L7","1L7","-111.5703","37.7453"
"FOM","FOM","-112.3631","38.9581"
"UT83","UT83","-110.8586","40.2578"
"UT74","UT74","-110.1669","37.6483"
"UT70","UT70","-114.0372","38.965"
"U07","U07","-110.7133","37.5458"
"U34","U34","-110.2272","38.9614"
"UT09","UT09","-110.1508","39.4833"
"U96","U96","-110.5694","37.4422"
"HVE","HVE","-110.7042","38.4181"
"UT03","UT03","-110.3839","37.8917"
"UT97","UT97","-110.2922","38.1572"
"UT26","UT26","-112.3925","37.5844"
"36U","36U","-111.4289","40.4817"
"69V","69V","-110.9169","39.3611"
"1L8","1L8","-113.3064","37.1389"
"U77","U77","-111.6614","40.1417"
"SGU","SGU","-113.5931","37.0906"
"TVY","TVY","-112.3508","40.6125"
"UT29","UT29","-112.1942","41.7339"
"UT67","UT67","-109.8469","40.4411"
"UT07","UT07","-109.5922","40.425"
"VEL","VEL","-109.51","40.4408"
"ENV","ENV","-114.0308","40.7186"
"32VA","32VA","-81.9286","36.6778"
"VJI","VJI","-82.0333","36.6872"
"00VA","00VA","-78.9992","36.5761"
"VA64","VA64","-77.9539","37.4161"
"2VA3","2VA3","-77.8661","37.315"
"VG06","VG06","-79.0831","37.725"
"44U","44U","-111.8383","39.0292"
"SLC","SLC","-111.9778","40.7883"
"U42","U42","-111.9928","40.6194"
"UT13","UT13","-112.0139","40.5639"
"3VG3","3VG3","-76.3486","37.9361"
"70VA","70VA","-79.8272","37.0756"
"46VA","46VA","-78.0472","37.8189"
"8VA2","8VA2","-76.5631","38.0089"
"58VA","58VA","-77.6461","38.595"
"VG33","VG33","-75.9569","37.1547"
"VG39","VG39","-76.0075","37.2208"
"VG30","VG30","-75.9769","37.2272"
"VG09","VG09","-75.9833","37.2278"
"VA14","VA14","-77.2628","36.7408"
"VA15","VA15","-78.045","37.6564"
"VA66","VA66","-77.5694","38.6075"
"VA16","VA16","-77.4844","38.8792"
"VA18","VA18","-78.6822","37.9683"
"CHO","CHO","-78.4528","38.1386"
"VA19","VA19","-78.3692","37.9539"
"CXE","CXE","-78.5017","36.7883"
"1VA8","1VA8","-78.4111","36.8619"
"VA25","VA25","-78.3606","36.7644"
"24VA","24VA","-75.9997","37.2883"
"21VA","21VA","-75.935","37.3033"
"VA59","VA59","-76.1517","36.6358"
"VA11","VA11","-81.7011","36.8078"
"W63","W63","-78.56","36.5958"
"VG34","VG34","-78.5008","36.5847"
"12VA","12VA","-79.7678","37.7881"
"07VA","07VA","-78.7831","36.8194"
"VA23","VA23","-76.6136","38.1189"
"VA93","VA93","-78.6547","38.905"
"VA24","VA24","-78.9642","37.4144"
"W81","W81","-78.0983","37.1811"
"VA27","VA27","-80.1378","36.56"
"VA26","VA26","-80.1164","36.65"
"87VA","87VA","-78.6956","38.0811"
"VA28","VA28","-78.6436","37.1214"
"88VA","88VA","-77.9919","38.3742"
"VA30","VA30","-77.9564","38.5267"
"CJR","CJR","-77.8597","38.5256"
"02VA","02VA","-77.8572","38.4356"
"NDY","NDY","-77.0369","38.3328"
"95VA","95VA","-79.3558","36.6233"
"DAN","DAN","-79.3361","36.5728"
"PSK","PSK","-80.6786","37.1372"
"93VA","93VA","-79.0233","37.5364"
"94VA","94VA","-78.8494","37.2631"
"10VA","10VA","-78.8131","37.3864"
"98VA","98VA","-77.5422","38.9422"
"VG23","VG23","-77.5628","38.9278"
"4VA5","4VA5","-78.9222","37.6597"
"4VG2","4VG2","-77.5472","37.8581"
"VG24","VG24","-77.4939","37.7819"
"4VA6","4VA6","-75.5061","37.8806"
"25VA","25VA","-77.1031","37.8178"
"VG18","VG18","-78.7703","38.8158"
"20VG","20VG","-79.4469","37.2886"
"0VA1","0VA1","-79.5853","37.2336"
"91VA","91VA","-79.4047","37.3278"
"VG25","VG25","-79.5719","37.3483"
"61VA","61VA","-78.0119","39.2353"
"01VA","01VA","-77.925","39.125"
"VA10","VA10","-80.3014","37.28"
"BCB","BCB","-80.4078","37.2078"
"BKT","BKT","-77.9572","37.0744"
"VG56","VG56","-75.6028","37.8083"
"20VA","20VA","-77.4883","38.0822"
"23VG","23VG","-78.4281","36.7097"
"VG28","VG28","-77.1914","36.5492"
"VBW","VBW","-78.9603","38.3667"
"8VA1","8VA1","-78.1864","38.4542"
"0V4","0V4","-79.0164","37.1417"
"23VA","23VA","-78.62","37.5572"
"57VA","57VA","-78.6786","37.4511"
"8VA4","8VA4","-78.7033","37.6731"
"7W4","7W4","-77.7458","37.9656"
"W31","W31","-78.185","36.9603"
"VG01","VG01","-78.5617","37.0625"
"VA31","VA31","-76.3464","37.7625"
"5VA9","5VA9","-76.3183","37.6925"
"VA08","VA08","-76.3589","37.7169"
"VA57","VA57","-77.2192","38.2483"
"LVL","LVL","-77.7942","36.7728"
"3VA5","3VA5","-77.625","39.0289"
"JYO","JYO","-77.5575","39.0781"
"LKU","LKU","-77.97","38.0097"
"VA61","VA61","-77.6572","39.2639"
"VA62","VA62","-77.6572","39.2592"
"VA96","VA96","-78.7317","37.8256"
"8VA6","8VA6","-78.9622","37.7383"
"1VA3","1VA3","-78.9456","37.6583"
"VG52","VG52","-78.8217","37.8392"
"44VA","44VA","-79.8111","37.7311"
"VG00","VG00","-75.9469","37.3697"
"89VA","89VA","-78.5242","38.5222"
"VA32","VA32","-78.5719","38.8042"
"2VA1","2VA1","-76.3553","37.8958"
"EMV","EMV","-77.4828","36.6869"
"VA34","VA34","-78.4497","37.2836"
"FVX","FVX","-78.4378","37.3575"
"05VA","05VA","-78.4186","37.2242"
"NFE","NFE","-76.1344","36.6919"
"VA04","VA04","-79.9286","37.4919"
"VA83","VA83","-79.8519","37.5222"
"VA06","VA06","-80.4544","36.9942"
"W90","W90","-79.3358","37.2719"
"VA36","VA36","-78.2703","37.7447"
"APH","APH","-77.3183","38.0689"
"DAA","DAA","-77.1811","38.715"
"FAF","FAF","-76.6089","37.1325"
"FKN","FKN","-76.9039","36.6981"
"5VA5","5VA5","-77.3158","38.4033"
"VA42","VA42","-77.4522","38.3583"
"EZF","EZF","-77.4494","38.2661"
"FRR","FRR","-78.2536","38.9175"
"HLX","HLX","-80.8236","36.7661"
"VA63","VA63","-79.4203","37.6794"
"92VA","92VA","-76.5644","37.3447"
"0VA9","0VA9","-76.4539","37.4472"
"VA44","VA44","-77.8839","37.7169"
"GVE","GVE","-78.1658","38.1561"
"48VA","48VA","-78.3508","39.2906"
"VA46","VA46","-78.3622","39.2961"
"06VA","06VA","-78.8553","38.2489"
"GDY","GDY","-82.125","37.2325"
"33VA","33VA","-79.0497","36.7844"
"LFI","LFI","-76.3606","37.0828"
"VA50","VA50","-77.3025","37.7153"
"2VG3","2VG3","-78.8711","38.5486"
"VA52","VA52","-78.9453","38.485"
"14VA","14VA","-77.7467","39.2289"
"00VI","00VI","-80.4994","36.6633"
"2VA8","2VA8","-76.83","36.6839"
"62VA","62VA","-76.7286","36.67"
"VG42","VG42","-77.1528","37.2522"
"HSP","HSP","-79.8339","37.9514"
"0VA2","0VA2","-79.7667","37.7964"
"VA56","VA56","-76.8275","37.0036"
"0VG","0VG","-83.2178","36.6542"
"W45","W45","-78.5006","38.6669"
"W24","W24","-79.1222","37.3781"
"VA65","VA65","-79.3247","37.3947"
"LYH","LYH","-79.2006","37.3253"
"3VG2","3VG2","-75.8925","37.3883"
"VG43","VG43","-78.0989","38.3064"
"VA71","VA71","-77.5328","38.6483"
"HEF","HEF","-77.5156","38.7214"
"VG57","VG57","-77.5847","38.6056"
"51VA","51VA","-77.6339","38.7161"
"0VA8","0VA8","-77.7911","37.2858"
"0VI1","0VI1","-77.1014","37.6889"
"0VA3","0VA3","-77.0953","37.6989"
"MKJ","MKJ","-81.35","36.895"
"MTV","MTV","-80.0183","36.6308"
"VA72","VA72","-80.0386","36.6"
"4VA1","4VA1","-79.6661","36.6867"
"VA12","VA12","-79.7969","36.6467"
"6VA2","6VA2","-79.8478","36.7417"
"9VA1","9VA1","-76.3883","37.4056"
"VA73","VA73","-77.4942","37.2447"
"VA58","VA58","-78.4444","38.9061"
"MFV","MFV","-75.7611","37.6469"
"VA79","VA79","-77.7469","38.9528"
"53VA","53VA","-77.7575","38.6339"
"VA81","VA81","-77.8994","37.9456"
"VA68","VA68","-79.6028","37.1189"
"2VA0","2VA0","-79.6092","37.1128"
"W91","W91","-79.5925","37.1078"
"VG40","VG40","-79.8522","36.8836"
"0VA4","0VA4","-79.8794","36.95"
"VA13","VA13","-79.0428","37.2656"
"1VA0","1VA0","-77.7475","37.6294"
"6VA4","6VA4","-80.0697","37.2847"
"2VA6","2VA6","-76.6011","37.6239"
"W75","W75","-76.4467","37.6025"
"99VA","99VA","-78.4667","37.8"
"1VA5","1VA5","-76.3928","37.2706"
"31VA","31VA","-76.5886","37.0239"
"3VG7","3VG7","-77.6128","38.4844"
"1VA7","1VA7","-78.7225","36.6661"
"3VG9","3VG9","-79.1339","36.7019"
"W78","W78","-78.8483","36.7094"
"AVC","AVC","-78.0544","36.6883"
"19VA","19VA","-82.2978","36.8897"
"1VA9","1VA9","-77.4706","38.4328"
"RMN","RMN","-77.4556","38.3981"
"1VG2","1VG2","-76.6892","38.1278"
"VA85","VA85","-80.0997","37.4833"
"VG19","VG19","-75.5919","37.9906"
"9VA4","9VA4","-78.6294","38.6908"
"8W2","8W2","-78.7081","38.6556"
"PHF","PHF","-76.4931","37.1319"
"CPK","CPK","-76.3206","36.6656"
"PVG","PVG","-76.4489","36.7803"
"ORF","ORF","-76.2011","36.8947"
"NGU","NGU","-76.2892","36.9375"
"11VG","11VG","-77.0006","38.2094"
"VA91","VA91","-75.7267","37.7047"
"VA92","VA92","-75.7861","37.7239"
"VG20","VG20","-75.71","37.675"
"90VA","90VA","-78.2119","38.2181"
"OMH","OMH","-78.0456","38.2472"
"2VG7","2VG7","-77.85","38.1639"
"77VA","77VA","-78.2858","37.8883"
"9VA3","9VA3","-75.5719","37.7628"
"VG16","VG16","-80.1706","36.625"
"PTB","PTB","-77.5075","37.1839"
"VA94","VA94","-77.8914","37.5358"
"VA95","VA95","-77.8003","37.5972"
"NYG","NYG","-77.305","38.5036"
"W96","W96","-77.1256","37.5033"
"7VA5","7VA5","-78.8297","37.1892"
"VA98","VA98","-76.2733","37.8281"
"6VA0","6VA0","-76.3178","37.8186"
"29VA","29VA","-77.7389","38.5292"
"VG07","VG07","-77.8283","38.5389"
"VG12","VG12","-77.8664","38.3333"
"JFZ","JFZ","-81.7983","37.0639"
"FCI","FCI","-77.5247","37.4064"
"4VA8","4VA8","-77.2958","37.6139"
"4VA3","4VA3","-77.3944","37.43"
"80VA","80VA","-77.8247","37.7914"
"RIC","RIC","-77.3197","37.5053"
"0VA5","0VA5","-77.6617","37.6944"
"OFP","OFP","-77.4367","37.7089"
"VA02","VA02","-79.8939","36.5856"
"4VA9","4VA9","-77.9206","38.5689"
"ROA","ROA","-79.9756","37.3256"
"VG58","VG58","-79.7967","36.9453"
"81VA","81VA","-79.7886","37.1181"
"VG53","VG53","-79.8014","37.0436"
"7VG0","7VG0","-77.7872","38.6556"
"HWY","HWY","-77.7106","38.5864"
"SHD","SHD","-78.8964","38.2639"
"VA00","VA00","-79.1781","37.9281"
"VA17","VA17","-78.3922","39.0358"
"1VA1","1VA1","-80.4456","36.7361"
"SFQ","SFQ","-76.6019","36.6822"
"VA33","VA33","-76.7683","37.0444"
"2VA2","2VA2","-76.79","37.1461"
"VG05","VG05","-78.0575","37.8797"
"TGI","TGI","-75.9978","37.825"
"XSA","XSA","-76.8942","37.8597"
"VA07","VA07","-81.3692","37.0956"
"2VG2","2VG2","-77.8697","38.9717"
"2VA5","2VA5","-76.565","37.6306"
"82VA","82VA","-78.9692","38.1731"
"3VG4","3VG4","-76.1164","36.5583"
"NTU","NTU","-76.0319","36.8228"
"42VA","42VA","-76.0331","36.6783"
"AKQ","AKQ","-77.0011","36.9872"
"WAL","WAL","-75.4664","37.9403"
"9VA0","9VA0","-79.7289","38.0525"
"97VA","97VA","-79.7133","38.2106"
"2VA9","2VA9","-77.7872","38.7578"
"3VA2","3VA2","-77.7861","38.6242"
"3VA0","3VA0","-77.9106","38.7758"
"3VA3","3VA3","-77.7158","38.5503"
"15VA","15VA","-77.8997","38.7222"
"3VA1","3VA1","-77.7997","38.7742"
"23VT","23VT","-72.7128","43.2214"
"VT17","VT17","-72.6742","43.3689"
"CDA","CDA","-72.0181","44.5692"
"6B0","6B0","-73.0958","43.9847"
"VT52","VT52","-73.1875","44.6433"
"VT64","VT64","-72.6411","44.5153"
"MVL","MVL","-72.6139","44.5347"
"VT44","VT44","-72.5814","44.5267"
"VT42","VT42","-72.6069","44.5125"
"EFK","EFK","-72.2292","44.8889"
"VT63","VT63","-72.3789","44.9953"
"VT53","VT53","-73.3786","44.1175"
"VT20","VT20","-73.1481","43.3667"
"2B9","2B9","-72.2536","43.8842"
"VT06","VT06","-72.4736","43.0044"
"VT55","VT55","-72.5828","43.9011"
"RUT","RUT","-72.9497","43.53"
"VT23","VT23","-73.2503","44.3708"
"42VT","42VT","-73.1503","44.3669"
"VT8","VT8","-73.2417","44.3606"
"VG29","VG29","-76.7097","37.9708"
"2VG8","2VG8","-76.7311","37.8722"
"3VA4","3VA4","-76.7358","37.8575"
"W13","W13","-78.9442","38.0769"
"9VG","9VG","-75.8789","37.4583"
"VG64","VG64","-76.8525","37.5614"
"FYJ","FYJ","-76.7628","37.5214"
"VG37","VG37","-76.6381","36.5894"
"3VA7","3VA7","-78.0914","39.0625"
"W94","W94","-76.6383","37.3128"
"JGG","JGG","-76.7161","37.2392"
"9VG9","9VG9","-78.3044","39.3722"
"OKV","OKV","-78.1444","39.1436"
"3VA8","3VA8","-76.6822","36.8564"
"VG22","VG22","-78.8936","37.8794"
"LNP","LNP","-82.53","36.9875"
"VA41","VA41","-75.61","37.9344"
"4VA4","4VA4","-78.54","38.9347"
"67VA","67VA","-78.5194","38.8375"
"VG55","VG55","-78.5578","38.8819"
"6VA9","6VA9","-80.2383","36.8425"
"STT","STT","-64.9733","18.3373"
"STX","STX","-64.8017","17.7016"
"VT11","VT11","-73.3733","44.0686"
"VT09","VT09","-73.2903","44.1136"
"VT38","VT38","-73.2467","45.0092"
"VT46","VT46","-73.2864","44.8719"
"MPV","MPV","-72.5622","44.2036"
"DDH","DDH","-73.2461","42.8911"
"VT10","VT10","-73.3856","43.9814"
"VT73","VT73","-73.3169","43.945"
"BTV","BTV","-73.1533","44.4719"
"VT62","VT62","-72.3506","44.3903"
"04VT","04VT","-72.2636","44.4011"
"VT12","VT12","-73.2831","44.2911"
"VT13","VT13","-72.7175","43.3"
"VT15","VT15","-73.2458","44.7039"
"FSO","FSO","-73.0975","44.9403"
"VT01","VT01","-72.9372","44.2825"
"5B1","5B1","-71.8217","44.7914"
"88VT","88VT","-73.3503","44.8783"
"VT45","VT45","-72.9792","44.5172"
"VT03","VT03","-72.9808","44.0886"
"WN18","WN18","-122.5394","48.4567"
"D69","D69","-116.9661","46.0744"
"AWO","AWO","-122.1589","48.1608"
"89WA","89WA","-122.0194","48.2706"
"00WN","00WN","-117.2489","46.25"
"VT22","VT22","-73.2669","44.4014"
"37VT","37VT","-73.3181","43.8686"
"VT25","VT25","-73.1661","44.4167"
"VT26","VT26","-73.3067","44.6344"
"VSF","VSF","-72.5172","43.3436"
"VT43","VT43","-72.6528","43.0192"
"B06","B06","-73.3494","44.1958"
"VT47","VT47","-72.5278","42.7786"
"VT30","VT30","-72.8339","44.1625"
"VT29","VT29","-72.7953","44.2264"
"0B7","0B7","-72.8269","44.1167"
"VT31","VT31","-72.4439","44.1111"
"VT33","VT33","-73.3778","44.1056"
"VT56","VT56","-71.9808","44.6131"
"4V8","4V8","-72.8656","42.9272"
"VT60","VT60","-73.2425","43.33"
"VT14","VT14","-73.1894","44.045"
"VT39","VT39","-72.4803","44.6075"
"94WA","94WA","-123.7739","47.0847"
"WA12","WA12","-122.1778","48.7094"
"WA57","WA57","-117.8403","48.3139"
"WA00","WA00","-119.9056","45.9"
"WA80","WA80","-122.5481","45.8942"
"WA79","WA79","-122.4178","45.9331"
"74S","74S","-122.6625","48.4989"
"WT01","WT01","-120.4811","46.9492"
"WN64","WN64","-120.4619","46.9742"
"84WA","84WA","-123.3844","46.9728"
"4W8","4W8","-123.4297","46.9906"
"WN65","WN65","-123.4769","46.9725"
"WN76","WN76","-121.9244","47.2436"
"WN87","WN87","-122.0925","47.2086"
"WA77","WA77","-122.0219","47.1956"
"EPH","EPH","-119.5169","47.3081"
"WN34","WN34","-122.6839","46.5308"
"76WA","76WA","-122.1336","48.005"
"96WA","96WA","-122.1556","47.8981"
